product_id,days_since_last_restock,quantity,expiry_in_days
1,23,963,6
1,24,961,5
1,25,957,4
1,26,953,3
1,27,948,2
1,28,944,1
1,29,939,0
1,30,1014,22
1,31,1011,21
1,32,1008,20
1,33,1004,19
1,34,999,18
1,35,997,17
1,36,992,16
1,37,991,15
1,38,989,14
1,39,988,13
1,40,985,12
1,41,981,11
1,42,979,10
1,43,977,9
1,44,974,8
1,45,973,7
1,46,969,6
1,47,967,5
1,48,966,4
1,49,965,3
1,0,963,2
1,1,960,1
1,2,957,0
1,3,1014,23
1,4,1010,22
1,5,1006,21
1,6,1004,20
1,7,1001,19
1,8,998,18
1,9,994,17
1,10,993,16
1,11,992,15
1,12,990,14
1,13,985,13
1,14,982,12
1,15,980,11
1,16,979,10
1,17,978,9
1,18,976,8
1,19,973,7
1,20,969,6
1,21,967,5
1,22,962,4
1,23,957,3
1,24,956,2
1,25,952,1
1,26,947,0
1,27,1022,20
1,28,1018,19
1,29,1014,18
1,30,1013,17
1,31,1010,16
1,32,1007,15
1,33,1005,14
1,34,1002,13
1,35,997,12
1,36,992,11
1,37,990,10
1,38,988,9
1,39,987,8
1,40,984,7
1,41,979,6
1,42,978,5
1,43,973,4
1,44,971,3
1,45,969,2
1,46,968,1
1,47,963,0
1,48,1106,22
1,49,1105,21
1,0,1100,20
1,1,1099,19
1,2,1096,18
1,3,1095,17
1,4,1093,16
1,5,1092,15
1,6,1089,14
1,7,1084,13
1,8,1081,12
1,9,1080,11
1,10,1076,10
1,11,1074,9
1,12,1072,8
1,13,1071,7
1,14,1069,6
1,15,1068,5
1,16,1064,4
1,17,1060,3
1,18,1056,2
1,19,1055,1
1,20,1054,0
1,21,1154,22
1,22,1152,21
1,23,1150,20
1,24,1145,19
1,25,1141,18
1,26,1139,17
1,27,1136,16
1,28,1135,15
1,29,1134,14
1,30,1133,13
1,31,1132,12
1,32,1129,11
1,33,1125,10
1,34,1121,9
1,35,1116,8
1,36,1113,7
1,37,1112,6
1,38,1111,5
1,39,1110,4
1,40,1106,3
1,41,1104,2
1,42,1101,1
1,43,1100,0
1,44,1226,23
1,45,1222,22
1,46,1219,21
1,47,1217,20
1,48,1216,19
1,49,1215,18
1,0,1212,17
1,1,1211,16
1,2,1209,15
1,3,1204,14
1,4,1200,13
1,5,1195,12
1,6,1194,11
1,7,1190,10
1,8,1188,9
1,9,1183,8
1,10,1181,7
1,11,1178,6
1,12,1173,5
1,13,1170,4
1,14,1169,3
1,15,1166,2
1,16,1163,1
1,17,1161,0
1,18,1257,25
1,19,1254,24
1,20,1253,23
1,21,1248,22
1,22,1244,21
1,23,1240,20
1,24,1235,19
1,25,1234,18
1,26,1231,17
1,27,1228,16
1,28,1225,15
1,29,1224,14
1,30,1221,13
1,31,1219,12
1,32,1218,11
1,33,1217,10
1,34,1213,9
1,35,1212,8
1,36,1207,7
1,37,1203,6
1,38,1198,5
1,39,1197,4
1,40,1192,3
1,41,1188,2
1,42,1187,1
1,43,1185,0
1,44,1248,23
1,45,1243,22
1,46,1240,21
1,47,1237,20
1,48,1233,19
1,49,1232,18
1,0,1228,17
1,1,1226,16
1,2,1223,15
1,3,1221,14
1,4,1219,13
1,5,1218,12
1,6,1214,11
1,7,1213,10
1,8,1211,9
1,9,1210,8
1,10,1205,7
1,11,1204,6
1,12,1203,5
1,13,1200,4
1,14,1199,3
1,15,1198,2
1,16,1197,1
1,17,1195,0
1,18,1316,30
1,19,1312,29
1,20,1310,28
1,21,1308,27
1,22,1307,26
1,23,1305,25
1,24,1300,24
1,25,1299,23
1,26,1297,22
1,27,1295,21
1,28,1292,20
1,29,1290,19
1,30,1288,18
1,31,1286,17
1,32,1284,16
1,33,1279,15
1,34,1276,14
1,35,1275,13
1,36,1270,12
1,37,1269,11
1,38,1268,10
1,39,1265,9
1,40,1263,8
1,41,1261,7
1,42,1259,6
1,43,1254,5
1,44,1250,4
1,45,1248,3
1,46,1246,2
1,47,1243,1
1,48,1241,0
1,49,1349,23
1,0,1345,22
1,1,1343,21
1,2,1342,20
1,3,1338,19
1,4,1334,18
1,5,1332,17
1,6,1329,16
1,7,1325,15
1,8,1322,14
1,9,1320,13
1,10,1319,12
1,11,1315,11
1,12,1311,10
1,13,1309,9
1,14,1304,8
1,15,1300,7
1,16,1295,6
1,17,1290,5
1,18,1289,4
1,19,1287,3
1,20,1282,2
1,21,1280,1
1,22,1275,0
1,23,1351,17
1,24,1348,16
1,25,1343,15
1,26,1338,14
1,27,1334,13
1,28,1331,12
1,29,1327,11
1,30,1322,10
1,31,1320,9
1,32,1318,8
1,33,1315,7
1,34,1310,6
1,35,1309,5
1,36,1305,4
1,37,1303,3
1,38,1300,2
1,39,1299,1
1,40,1295,0
1,41,1363,19
1,42,1360,18
1,43,1355,17
1,44,1354,16
1,45,1350,15
1,46,1348,14
1,47,1345,13
1,48,1343,12
1,49,1342,11
1,0,1339,10
1,1,1335,9
1,2,1332,8
1,3,1331,7
1,4,1327,6
1,5,1324,5
1,6,1320,4
1,7,1318,3
1,8,1315,2
1,9,1311,1
1,10,1310,0
1,11,1416,15
1,12,1412,14
1,13,1407,13
1,14,1406,12
1,15,1401,11
1,16,1400,10
1,17,1396,9
1,18,1392,8
1,19,1387,7
1,20,1386,6
1,21,1385,5
1,22,1384,4
1,23,1379,3
1,24,1375,2
1,25,1373,1
1,26,1370,0
1,27,1497,18
1,28,1493,17
1,29,1492,16
1,30,1491,15
1,31,1488,14
1,32,1487,13
1,33,1486,12
1,34,1481,11
1,35,1480,10
1,36,1477,9
1,37,1472,8
1,38,1470,7
1,39,1467,6
1,40,1463,5
1,41,1461,4
1,42,1460,3
1,43,1458,2
1,44,1455,1
1,45,1454,0
1,46,1584,26
1,47,1583,25
1,48,1579,24
1,49,1578,23
1,0,1573,22
1,1,1572,21
1,2,1571,20
1,3,1569,19
1,4,1566,18
1,5,1563,17
1,6,1559,16
1,7,1554,15
1,8,1553,14
1,9,1549,13
1,10,1548,12
1,11,1547,11
1,12,1545,10
1,13,1540,9
1,14,1536,8
1,15,1533,7
1,16,1530,6
1,17,1527,5
1,18,1524,4
1,19,1523,3
1,20,1519,2
1,21,1514,1
1,22,1510,0
1,23,1590,24
1,24,1587,23
1,25,1582,22
1,26,1578,21
1,27,1574,20
1,28,1573,19
1,29,1568,18
1,30,1565,17
1,31,1562,16
1,32,1559,15
1,33,1557,14
1,34,1553,13
1,35,1548,12
1,36,1546,11
1,37,1543,10
1,38,1541,9
1,39,1537,8
1,40,1533,7
1,41,1528,6
1,42,1524,5
1,43,1519,4
1,44,1517,3
1,45,1515,2
1,46,1512,1
1,47,1510,0
1,48,1598,29
1,49,1595,28
1,0,1591,27
1,1,1587,26
1,2,1583,25
1,3,1578,24
1,4,1573,23
1,5,1568,22
1,6,1565,21
1,7,1564,20
1,8,1561,19
1,9,1559,18
1,10,1554,17
1,11,1551,16
1,12,1546,15
1,13,1543,14
1,14,1538,13
1,15,1536,12
1,16,1533,11
1,17,1532,10
1,18,1527,9
1,19,1523,8
1,20,1518,7
1,21,1517,6
1,22,1515,5
1,23,1511,4
1,24,1508,3
1,25,1507,2
1,26,1506,1
1,27,1501,0
1,28,1629,16
1,29,1624,15
1,30,1621,14
1,31,1616,13
1,32,1613,12
1,33,1610,11
1,34,1609,10
1,35,1606,9
1,36,1603,8
1,37,1600,7
1,38,1599,6
1,39,1596,5
1,40,1594,4
1,41,1593,3
1,42,1591,2
1,43,1587,1
1,44,1584,0
1,45,1667,24
1,46,1664,23
1,47,1660,22
1,48,1658,21
1,49,1657,20
1,0,1653,19
1,1,1650,18
1,2,1648,17
1,3,1647,16
1,4,1642,15
1,5,1638,14
1,6,1637,13
1,7,1635,12
1,8,1631,11
1,9,1627,10
1,10,1623,9
1,11,1622,8
1,12,1617,7
1,13,1614,6
1,14,1613,5
1,15,1608,4
1,16,1604,3
1,17,1601,2
1,18,1597,1
1,19,1593,0
1,20,1689,23
1,21,1684,22
1,22,1680,21
1,23,1677,20
1,24,1673,19
1,25,1669,18
1,26,1667,17
1,27,1666,16
1,28,1663,15
1,29,1659,14
1,30,1655,13
1,31,1650,12
1,32,1646,11
1,33,1644,10
1,34,1640,9
1,35,1637,8
1,36,1633,7
1,37,1632,6
1,38,1631,5
1,39,1626,4
1,40,1624,3
1,41,1623,2
1,42,1619,1
1,43,1617,0
1,44,1763,24
1,45,1762,23
1,46,1761,22
1,47,1760,21
1,48,1757,20
1,49,1752,19
1,0,1748,18
1,1,1745,17
1,2,1742,16
1,3,1738,15
1,4,1736,14
1,5,1733,13
1,6,1730,12
1,7,1727,11
1,8,1722,10
1,9,1717,9
1,10,1712,8
1,11,1708,7
1,12,1706,6
1,13,1705,5
1,14,1704,4
1,15,1702,3
1,16,1698,2
1,17,1695,1
1,18,1694,0
1,19,1774,25
1,20,1772,24
1,21,1768,23
1,22,1765,22
1,23,1764,21
1,24,1759,20
1,25,1758,19
1,26,1753,18
1,27,1749,17
1,28,1746,16
1,29,1745,15
1,30,1741,14
1,31,1736,13
1,32,1734,12
1,33,1730,11
1,34,1728,10
1,35,1726,9
1,36,1722,8
1,37,1720,7
1,38,1715,6
1,39,1713,5
1,40,1710,4
1,41,1707,3
1,42,1706,2
1,43,1703,1
1,44,1701,0
1,45,1791,30
1,46,1786,29
1,47,1782,28
1,48,1780,27
1,49,1778,26
1,0,1777,25
1,1,1773,24
1,2,1768,23
1,3,1764,22
1,4,1762,21
1,5,1760,20
1,6,1755,19
1,7,1752,18
1,8,1750,17
1,9,1745,16
1,10,1744,15
1,11,1739,14
1,12,1736,13
1,13,1734,12
1,14,1730,11
1,15,1728,10
1,16,1727,9
1,17,1725,8
1,18,1724,7
1,19,1721,6
1,20,1719,5
1,21,1714,4
1,22,1710,3
1,23,1708,2
1,24,1705,1
1,25,1704,0
1,26,1771,30
1,27,1770,29
1,28,1765,28
1,29,1762,27
1,30,1758,26
1,31,1756,25
1,32,1754,24
1,33,1750,23
1,34,1746,22
1,35,1743,21
1,36,1742,20
1,37,1740,19
1,38,1738,18
1,39,1734,17
1,40,1729,16
1,41,1728,15
1,42,1724,14
1,43,1722,13
1,44,1718,12
1,45,1713,11
1,46,1708,10
1,47,1703,9
1,48,1700,8
1,49,1696,7
1,0,1691,6
1,1,1687,5
1,2,1686,4
1,3,1681,3
1,4,1680,2
1,5,1679,1
1,6,1674,0
1,7,1793,23
1,8,1789,22
1,9,1786,21
1,10,1781,20
1,11,1780,19
1,12,1778,18
1,13,1776,17
1,14,1773,16
1,15,1769,15
1,16,1768,14
1,17,1764,13
1,18,1763,12
1,19,1762,11
1,20,1758,10
1,21,1753,9
1,22,1752,8
1,23,1748,7
1,24,1747,6
1,25,1746,5
1,26,1741,4
1,27,1740,3
1,28,1735,2
1,29,1731,1
1,30,1727,0
1,31,1864,27
1,32,1859,26
1,33,1855,25
1,34,1854,24
1,35,1849,23
1,36,1845,22
1,37,1843,21
1,38,1842,20
1,39,1840,19
1,40,1835,18
1,41,1834,17
1,42,1832,16
1,43,1829,15
1,44,1825,14
1,45,1824,13
1,46,1823,12
1,47,1819,11
1,48,1816,10
1,49,1813,9
1,0,1808,8
1,1,1805,7
1,2,1801,6
1,3,1800,5
1,4,1795,4
1,5,1790,3
1,6,1786,2
1,7,1784,1
1,8,1781,0
1,9,1843,17
1,10,1840,16
1,11,1835,15
1,12,1833,14
1,13,1832,13
1,14,1829,12
1,15,1824,11
1,16,1821,10
1,17,1817,9
1,18,1813,8
1,19,1810,7
1,20,1808,6
1,21,1807,5
1,22,1805,4
1,23,1804,3
1,24,1803,2
1,25,1801,1
1,26,1797,0
1,27,1894,22
1,28,1892,21
1,29,1889,20
1,30,1888,19
1,31,1887,18
1,32,1883,17
1,33,1881,16
1,34,1880,15
1,35,1875,14
1,36,1873,13
1,37,1870,12
1,38,1865,11
1,39,1861,10
1,40,1857,9
1,41,1856,8
1,42,1852,7
1,43,1848,6
1,44,1845,5
1,45,1840,4
1,46,1838,3
1,47,1837,2
1,48,1832,1
1,49,1827,0
1,0,1885,23
1,1,1881,22
1,2,1880,21
1,3,1878,20
1,4,1874,19
1,5,1873,18
1,6,1871,17
1,7,1868,16
1,8,1867,15
1,9,1863,14
1,10,1861,13
1,11,1860,12
1,12,1857,11
1,13,1853,10
1,14,1851,9
1,15,1847,8
1,16,1843,7
1,17,1838,6
1,18,1833,5
1,19,1828,4
1,20,1826,3
1,21,1824,2
1,22,1822,1
1,23,1820,0
1,24,1951,29
1,25,1950,28
1,26,1948,27
1,27,1944,26
1,28,1940,25
1,29,1939,24
1,30,1938,23
1,31,1937,22
1,32,1933,21
1,33,1931,20
1,34,1928,19
1,35,1924,18
1,36,1919,17
1,37,1917,16
1,38,1914,15
1,39,1911,14
1,40,1910,13
1,41,1909,12
1,42,1908,11
1,43,1903,10
1,44,1900,9
1,45,1899,8
1,46,1894,7
1,47,1892,6
1,48,1889,5
1,49,1888,4
1,0,1886,3
1,1,1884,2
1,2,1880,1
1,3,1879,0
1,4,1938,20
1,5,1937,19
1,6,1934,18
1,7,1931,17
1,8,1926,16
1,9,1923,15
1,10,1922,14
1,11,1921,13
1,12,1917,12
1,13,1915,11
1,14,1911,10
1,15,1910,9
1,16,1909,8
1,17,1907,7
1,18,1906,6
1,19,1903,5
1,20,1900,4
1,21,1898,3
1,22,1897,2
1,23,1896,1
1,24,1892,0
1,25,1942,29
1,26,1941,28
1,27,1939,27
1,28,1936,26
1,29,1935,25
1,30,1932,24
1,31,1931,23
1,32,1927,22
1,33,1926,21
1,34,1924,20
1,35,1921,19
1,36,1916,18
1,37,1912,17
1,38,1909,16
1,39,1904,15
1,40,1899,14
1,41,1897,13
1,42,1896,12
1,43,1892,11
1,44,1890,10
1,45,1888,9
1,46,1885,8
1,47,1880,7
1,48,1876,6
1,49,1874,5
1,0,1870,4
1,1,1866,3
1,2,1864,2
1,3,1859,1
1,4,1858,0
1,5,1953,15
1,6,1949,14
1,7,1948,13
1,8,1945,12
1,9,1941,11
1,10,1938,10
1,11,1937,9
1,12,1934,8
1,13,1930,7
1,14,1929,6
1,15,1928,5
1,16,1923,4
1,17,1921,3
1,18,1918,2
1,19,1915,1
1,20,1914,0
1,21,1967,21
1,22,1962,20
1,23,1959,19
1,24,1958,18
1,25,1955,17
1,26,1954,16
1,27,1953,15
1,28,1948,14
1,29,1947,13
1,30,1942,12
1,31,1938,11
1,32,1933,10
1,33,1930,9
1,34,1925,8
1,35,1920,7
1,36,1916,6
1,37,1913,5
1,38,1908,4
1,39,1904,3
1,40,1899,2
1,41,1898,1
1,42,1893,0
1,43,1986,23
1,44,1983,22
1,45,1979,21
1,46,1978,20
1,47,1973,19
1,48,1971,18
1,49,1970,17
1,0,1969,16
1,1,1968,15
1,2,1963,14
1,3,1961,13
1,4,1957,12
1,5,1954,11
1,6,1950,10
1,7,1947,9
1,8,1945,8
1,9,1942,7
1,10,1938,6
1,11,1933,5
1,12,1932,4
1,13,1929,3
1,14,1927,2
1,15,1923,1
1,16,1918,0
1,17,2021,28
1,18,2019,27
1,19,2014,26
1,20,2013,25
1,21,2012,24
1,22,2011,23
1,23,2007,22
1,24,2005,21
1,25,2000,20
1,26,1998,19
1,27,1996,18
1,28,1994,17
1,29,1993,16
1,30,1989,15
1,31,1985,14
1,32,1980,13
1,33,1977,12
1,34,1975,11
1,35,1973,10
1,36,1969,9
1,37,1965,8
1,38,1962,7
1,39,1958,6
1,40,1956,5
1,41,1953,4
1,42,1951,3
1,43,1948,2
1,44,1947,1
1,45,1943,0
1,46,2006,21
1,47,2003,20
1,48,2001,19
1,49,1998,18
1,0,1993,17
1,1,1991,16
1,2,1990,15
1,3,1987,14
1,4,1984,13
1,5,1980,12
1,6,1978,11
1,7,1974,10
1,8,1971,9
1,9,1970,8
1,10,1967,7
1,11,1966,6
1,12,1962,5
1,13,1960,4
1,14,1959,3
1,15,1956,2
1,16,1954,1
1,17,1953,0
1,18,2076,24
1,19,2075,23
1,20,2071,22
1,21,2069,21
1,22,2065,20
1,23,2062,19
1,24,2058,18
1,25,2057,17
1,26,2054,16
1,27,2051,15
1,28,2049,14
1,29,2048,13
1,30,2045,12
1,31,2042,11
1,32,2037,10
1,33,2033,9
1,34,2029,8
1,35,2024,7
1,36,2022,6
1,37,2017,5
1,38,2015,4
1,39,2014,3
1,40,2012,2
1,41,2011,1
1,42,2008,0
1,43,2083,22
1,44,2081,21
1,45,2078,20
1,46,2075,19
1,47,2074,18
1,48,2070,17
1,49,2069,16
1,0,2064,15
1,1,2060,14
1,2,2056,13
1,3,2055,12
1,4,2054,11
1,5,2053,10
1,6,2049,9
1,7,2045,8
1,8,2041,7
1,9,2037,6
1,10,2034,5
1,11,2032,4
1,12,2030,3
1,13,2026,2
1,14,2025,1
1,15,2021,0
1,16,2145,15
1,17,2140,14
1,18,2139,13
1,19,2136,12
1,20,2132,11
1,21,2131,10
1,22,2128,9
1,23,2125,8
1,24,2123,7
1,25,2118,6
1,26,2113,5
1,27,2111,4
1,28,2108,3
1,29,2107,2
1,30,2104,1
1,31,2103,0
1,32,2196,21
1,33,2193,20
1,34,2192,19
1,35,2189,18
1,36,2185,17
1,37,2180,16
1,38,2178,15
1,39,2176,14
1,40,2172,13
1,41,2171,12
1,42,2169,11
1,43,2168,10
1,44,2166,9
1,45,2161,8
1,46,2157,7
1,47,2154,6
1,48,2151,5
1,49,2149,4
1,0,2144,3
1,1,2139,2
1,2,2135,1
1,3,2133,0
1,4,2238,15
1,5,2236,14
1,6,2233,13
1,7,2228,12
1,8,2223,11
1,9,2220,10
1,10,2216,9
1,11,2215,8
1,12,2211,7
1,13,2208,6
1,14,2203,5
1,15,2199,4
1,16,2195,3
1,17,2190,2
1,18,2186,1
1,19,2184,0
1,20,2264,19
1,21,2261,18
1,22,2258,17
1,23,2256,16
1,24,2255,15
1,25,2252,14
